feature,coef,abs_coef,nonzero,target_name,repeat,split_seed
rs11102362_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs11102362_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.114173409_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.114173409_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.114173409_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.116317944_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.116317944_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.116317944_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.116541575_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.116541575_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.116541575_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs16837903_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs16837903_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs16837903_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.150870628_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.150870628_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.150870628_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.150999078_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.150999078_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.150999078_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs11264306_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs11264306_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs11264306_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs7547997_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs7547997_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs7547997_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.158818206_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.158818206_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.158818206_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.182178160_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.182178160_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.182178160_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs699240_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs699240_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs699240_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.183789754_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.183789754_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.183789754_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.186924725_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.186924725_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.186924725_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.187757429_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.187757429_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.187757429_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.191890905_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.191890905_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.191890905_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.192160810_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.192160810_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.192160810_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.201522122_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.201522122_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.201522122_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.205615946_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.205615946_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.205615946_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs114064385_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs114064385_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs114064385_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs55682827_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs55682827_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs55682827_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.214589424_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.214589424_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.214589424_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.223720252_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.223720252_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.223720252_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.242019742_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.242019742_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.242019742_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.242238027_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.242238027_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.242238027_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.247782876_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.247782876_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_1.247782876_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs17019820_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs17019820_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs17019820_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.11015806_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.11015806_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.11015806_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.11739414_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.11739414_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.11739414_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs2577254_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs2577254_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs2577254_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs12710674_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs12710674_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs12710674_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.24472066_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.24472066_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.24472066_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs77998999_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs77998999_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs77998999_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.29806416_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.29806416_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.29806416_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs6736148_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs6736148_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs6736148_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.30986644_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.30986644_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.30986644_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.32913606_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.32913606_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.32913606_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.42337647_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.42337647_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.42337647_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.55325854_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.55325854_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.55325854_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs4672388_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs4672388_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs4672388_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1123573_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1123573_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1123573_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.64880004_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.64880004_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.64880004_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs17007563_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs17007563_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs17007563_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.75705283_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.75705283_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.75705283_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs12713927_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs12713927_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs12713927_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.83601233_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.83601233_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.83601233_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.100895161_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.100895161_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.100895161_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs11680126_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs11680126_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs11680126_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.111912714_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.111912714_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.111912714_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.113776689_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.113776689_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.113776689_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.113852747_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.113852747_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.113852747_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.116257436_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.116257436_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.116257436_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.118617705_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.118617705_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.118617705_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.129203155_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.129203155_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.129203155_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.129915335_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.129915335_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.129915335_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.130660199_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.130660199_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.130660199_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.140723636_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.140723636_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.140723636_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.170296220_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.170296220_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.170296220_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.175197825_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.175197825_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.175197825_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.185007951_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.185007951_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.185007951_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.198991741_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.198991741_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.198991741_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.200618355_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.200618355_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.200618355_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.206723109_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.206723109_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.206723109_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.209044140_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.209044140_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.209044140_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.214014510_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.214014510_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.214014510_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.226352460_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.226352460_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.226352460_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.230081608_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.230081608_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.230081608_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.230269648_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.230269648_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.230269648_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.231543932_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.231543932_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.231543932_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.231700133_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.231700133_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.231700133_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.237519005_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.237519005_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_2.237519005_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1669778_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1669778_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1669778_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.77024_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.77024_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.77024_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.338223_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.338223_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.338223_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.3224071_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.3224071_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.3224071_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.5344245_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.5344245_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.5344245_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.6421063_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.6421063_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.6421063_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1488496_C_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1488496_C_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
rs1488496_C_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.10518914_T_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.10518914_T_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.10518914_T_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.10910966_G_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.10910966_G_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.10910966_G_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.11074474_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.11074474_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.11074474_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.18164691_A_0,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.18164691_A_1,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
JHU_3.18164691_A_2,0.0,0.0,False,FILD or FILA ADJUDICATED,1,462275793
